21504,LOW,< 2 years,RENT,MEDIUM,wedding,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
21505,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
21509,LOW,unemployed,OWN,MEDIUM,credit_card,LOW,HIGH,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21510,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,HIGH,NO
21520,LOW,< 2 years,RENT,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21521,LOW,< 2 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21535,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21539,LOW,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21551,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21555,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21556,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21560,LOW,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21561,LOW,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21564,LOW,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21573,LOW,< 2 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21575,LOW,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
21577,MEDIUM,unemployed,OWN,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
21588,MEDIUM,< 2 years,MORTGAGE,MEDIUM,credit_card,LOW,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
21589,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
21596,LOW,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21597,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21600,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21604,LOW,< 2 years,RENT,LOW,other,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21608,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,FEW,NO,HIGH,NO
21609,LOW,< 2 years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21610,LOW,< 2 years,RENT,HIGH,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21615,HIGH,6 - 9 years,MORTGAGE,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21618,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
21619,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21622,LOW,unemployed,RENT,MEDIUM,medical,AVERAGE,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
21624,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21625,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
21631,LOW,10+ years,RENT,LOW,home_improvement,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,YES,MEDIUM,YES
21635,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21636,MEDIUM,< 2 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21641,MEDIUM,< 2 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21644,MEDIUM,10+ years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21651,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
21652,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21659,HIGH,6 - 9 years,MORTGAGE,MEDIUM,major_purchase,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
21660,LOW,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21662,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,medical,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
21670,LOW,unemployed,MORTGAGE,MEDIUM,home_improvement,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
21671,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
21674,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
21679,LOW,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21681,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,HIGH,LOW,YES,NEVER,MANY,YES,HIGH,YES
21683,MEDIUM,10+ years,MORTGAGE,MEDIUM,major_purchase,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
21688,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,AVERAGE,YES,HIGH,YES
21690,MEDIUM,10+ years,MORTGAGE,LOW,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
21694,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,wedding,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
21702,LOW,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,MANY,NO,MEDIUM,NO
21703,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
21710,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21715,MEDIUM,2 - 5 years,MORTGAGE,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,YES,HIGH,YES
21718,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,YES,MEDIUM,YES
21720,MEDIUM,2 - 5 years,RENT,LOW,major_purchase,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21724,MEDIUM,unemployed,OWN,LOW,other,HIGH,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21730,LOW,10+ years,MORTGAGE,HIGH,vacation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,YES,HIGH,NO
21738,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
21742,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,HIGH,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21745,LOW,< 2 years,RENT,LOW,other,AVERAGE,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21756,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,FEW,NO,LOW,NO
21758,LOW,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
21762,MEDIUM,10+ years,MORTGAGE,HIGH,wedding,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21763,MEDIUM,2 - 5 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21765,MEDIUM,< 2 years,OWN,MEDIUM,home_improvement,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21768,HIGH,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
21773,MEDIUM,6 - 9 years,OWN,HIGH,credit_card,LOW,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,LOW,NO
21774,LOW,10+ years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
21781,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21782,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21783,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
21797,LOW,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
21801,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21802,HIGH,2 - 5 years,MORTGAGE,HIGH,other,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
21803,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21805,MEDIUM,2 - 5 years,RENT,MEDIUM,vacation,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21806,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
21812,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21819,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21821,MEDIUM,10+ years,MORTGAGE,HIGH,home_improvement,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
21826,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21838,MEDIUM,< 2 years,MORTGAGE,HIGH,home_improvement,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21839,MEDIUM,6 - 9 years,MORTGAGE,HIGH,house,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21840,MEDIUM,< 2 years,MORTGAGE,HIGH,other,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
21851,HIGH,2 - 5 years,MORTGAGE,HIGH,small_business,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21855,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21857,MEDIUM,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21860,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21861,LOW,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21862,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,car,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
21863,HIGH,< 2 years,RENT,HIGH,debt_consolidation,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
21864,LOW,< 2 years,RENT,MEDIUM,medical,LOW,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
21866,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21867,MEDIUM,< 2 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21869,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,LOW,NO
21875,LOW,2 - 5 years,MORTGAGE,HIGH,car,AVERAGE,HIGH,YES,NEVER,MANY,NO,LOW,NO
21880,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21884,MEDIUM,2 - 5 years,RENT,MEDIUM,wedding,HIGH,LOW,NO,NEVER,MANY,NO,HIGH,NO
21887,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21888,HIGH,6 - 9 years,RENT,HIGH,other,LOW,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21890,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21895,LOW,2 - 5 years,RENT,MEDIUM,credit_card,HIGH,LOW,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
21899,MEDIUM,2 - 5 years,MORTGAGE,HIGH,small_business,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
21900,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21902,HIGH,10+ years,MORTGAGE,HIGH,credit_card,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
21904,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21908,LOW,10+ years,OWN,MEDIUM,debt_consolidation,HIGH,LOW,YES,IN PAST 2 YEARS,AVERAGE,NO,HIGH,NO
21915,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
21917,MEDIUM,unemployed,MORTGAGE,MEDIUM,medical,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21921,HIGH,2 - 5 years,RENT,HIGH,other,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
21924,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21930,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
21931,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
21932,MEDIUM,2 - 5 years,MORTGAGE,LOW,car,LOW,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
21935,MEDIUM,unemployed,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
21956,MEDIUM,< 2 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
21958,HIGH,2 - 5 years,OWN,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,YES,HIGH,YES
21960,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
21967,MEDIUM,2 - 5 years,MORTGAGE,LOW,home_improvement,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
21968,LOW,2 - 5 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
21969,HIGH,10+ years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
21970,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,car,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
21975,LOW,6 - 9 years,RENT,MEDIUM,vacation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
21977,MEDIUM,2 - 5 years,OWN,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
21979,MEDIUM,unemployed,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,MANY,NO,LOW,NO
21981,MEDIUM,10+ years,OWN,HIGH,debt_consolidation,AVERAGE,LOW,YES MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
21992,MEDIUM,2 - 5 years,RENT,HIGH,major_purchase,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
21993,MEDIUM,2 - 5 years,RENT,HIGH,other,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
21994,HIGH,2 - 5 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
21997,HIGH,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
22000,MEDIUM,10+ years,MORTGAGE,HIGH,car,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
22002,HIGH,< 2 years,RENT,HIGH,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
22004,MEDIUM,unemployed,OWN,LOW,car,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
22005,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
22014,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
22016,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
22017,MEDIUM,6 - 9 years,OWN,HIGH,car,LOW,LOW,YES,NEVER,AVERAGE,YES,MEDIUM,YES
22023,HIGH,10+ years,RENT,HIGH,small_business,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
22024,LOW,2 - 5 years,MORTGAGE,LOW,car,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
22026,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
22030,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
22034,LOW,2 - 5 years,MORTGAGE,LOW,other,HIGH,AVERAGE,NO,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
22036,LOW,< 2 years,RENT,LOW,credit_card,LOW,LOW,NO MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
22037,LOW,6 - 9 years,RENT,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
22042,LOW,2 - 5 years,RENT,MEDIUM,major_purchase,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
22043,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
22044,LOW,2 - 5 years,MORTGAGE,LOW,debt_consolidation,LOW,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
22047,MEDIUM,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
22052,MEDIUM,10+ years,MORTGAGE,MEDIUM,small_business,HIGH,AVERAGE,YES,NEVER,AVERAGE,YES,MEDIUM,YES
22053,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
22058,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
22068,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
22069,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,HIGH,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
22073,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,YES,NEVER,MANY,NO,HIGH,NO
22080,LOW,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,LOW,YES MORE THAN 2 YEARS AGO,MANY,YES,MEDIUM,YES
22081,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
22084,HIGH,2 - 5 years,RENT,MEDIUM,moving,LOW,HIGH,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
22089,HIGH,< 2 years,OWN,MEDIUM,wedding,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
22096,LOW,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
22101,MEDIUM,2 - 5 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
22106,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,NO,IN PAST 2 YEARS,AVERAGE,NO,LOW,NO
22107,MEDIUM,unemployed,RENT,LOW,major_purchase,LOW,AVERAGE,NO MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
22130,HIGH,6 - 9 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
22138,MEDIUM,2 - 5 years,RENT,LOW,medical,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
22144,MEDIUM,< 2 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
22147,MEDIUM,< 2 years,MORTGAGE,MEDIUM,small_business,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
22151,HIGH,10+ years,MORTGAGE,HIGH,medical,AVERAGE,HIGH,YES,NEVER,FEW,NO,MEDIUM,NO
22153,HIGH,10+ years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
22154,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,YES MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
22157,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,LOW,NO
22160,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
22169,HIGH,10+ years,MORTGAGE,HIGH,major_purchase,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
22172,MEDIUM,10+ years,MORTGAGE,MEDIUM,medical,LOW,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
22173,MEDIUM,unemployed,OWN,LOW,home_improvement,LOW,HIGH,YES,NEVER,FEW,NO,LOW,NO
22178,LOW,2 - 5 years,OWN,LOW,major_purchase,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
22182,MEDIUM,10+ years,RENT,MEDIUM,small_business,HIGH,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
22185,MEDIUM,< 2 years,RENT,LOW,other,LOW,AVERAGE,YES MORE THAN 2 YEARS AGO,FEW,NO,LOW,NO
22189,HIGH,10+ years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
22191,HIGH,6 - 9 years,MORTGAGE,MEDIUM,moving,AVERAGE,AVERAGE,NO MORE THAN 2 YEARS AGO,MANY,NO,LOW,NO
22193,MEDIUM,2 - 5 years,RENT,MEDIUM,vacation,AVERAGE,AVERAGE,YES MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
22196,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,small_business,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
22202,MEDIUM,< 2 years,MORTGAGE,MEDIUM,car,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
22203,MEDIUM,6 - 9 years,OWN,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
22204,MEDIUM,10+ years,OWN,MEDIUM,wedding,AVERAGE,HIGH,NO,NEVER,FEW,NO,LOW,NO
22205,MEDIUM,2 - 5 years,OWN,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
22207,MEDIUM,10+ years,RENT,MEDIUM,medical,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
22209,HIGH,10+ years,MORTGAGE,HIGH,home_improvement,LOW,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
22212,LOW,2 - 5 years,OWN,LOW,debt_consolidation,AVERAGE,LOW,NO,NEVER,FEW,NO,HIGH,NO
22215,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,vacation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
